Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2021-01-05,Perth,5.0,18.8,1.4,5.3,11.0,SW,29.0,N,SE,15.0,20.0,79.0,61.0,1016.8,1017.3,,3.0,10.5,18.4,Yes,No
2021-01-06,Adelaide,10.0,25.5,6.1,7.5,2.2,SW,67.0,S,SW,34.0,40.0,84.0,69.0,1012.9,1013.3,,4.0,12.7,23.3,Yes,Yes
2021-01-07,Brisbane,17.5,29.2,5.6,6.8,11.0,NNE,30.0,NNE,W,20.0,13.0,59.0,35.0,1007.7,1008.0,6.0,,22.3,27.2,Yes,Yes
2021-01-08,Perth,6.7,22.1,1.8,,9.6,W,39.0,SE,NE,22.0,17.0,55.0,40.0,1005.8,1001.9,5.0,0.0,9.3,19.0,Yes,No
2021-01-09,Melbourne,10.5,27.2,5.1,6.2,5.8,W,38.0,S,N,23.0,25.0,100.0,98.0,1009.4,1015.4,7.0,7.0,14.7,24.3,Yes,Yes
2021-01-10,Sydney,21.6,36.1,1.2,6.5,9.6,E,23.0,SW,NNE,9.0,13.0,78.0,78.0,1018.2,1022.6,8.0,7.0,25.3,33.2,Yes,No
2021-01-11,Sydney,13.5,29.1,3.3,5.5,9.6,W,51.0,SE,N,30.0,35.0,100.0,88.0,,1011.7,,7.0,17.4,24.2,Yes,No
2021-01-12,Perth,18.5,39.8,1.7,5.6,,N,45.0,E,NW,17.0,33.0,67.0,50.0,1022.5,1018.0,6.0,2.0,25.2,35.8,Yes,Yes
2021-01-13,Canberra,21.8,35.1,0.0,7.5,10.5,NE,41.0,W,SE,27.0,23.0,56.0,16.0,1014.0,1018.8,5.0,0.0,27.6,32.6,No,No
2021-01-14,Sydney,15.8,27.4,5.1,5.9,4.9,SW,35.0,N,N,12.0,23.0,52.0,39.0,1017.2,1020.6,5.0,2.0,20.5,26.4,Yes,No
2021-01-15,Brisbane,-1.2,14.8,3.3,9.6,9.3,SE,47.0,NNE,W,31.0,28.0,96.0,80.0,1015.6,1016.0,8.0,5.0,0.1,10.6,Yes,No
2021-01-16,Adelaide,7.7,21.3,2.3,,6.8,SW,37.0,,NNE,21.0,30.0,83.0,72.0,1011.3,1014.9,7.0,8.0,9.5,21.0,Yes,Yes
2021-01-17,Adelaide,18.9,33.2,7.4,6.5,2.4,NNE,50.0,N,W,31.0,41.0,81.0,60.0,1017.9,1016.4,,5.0,23.7,31.4,Yes,Yes
2021-01-18,Brisbane,1.1,15.7,5.2,,8.1,SE,59.0,SE,NNE,27.0,42.0,69.0,51.0,1004.4,1001.5,4.0,7.0,7.6,14.0,Yes,No
2021-01-19,Perth,12.5,24.2,0.0,,6.9,N,9.0,S,NE,5.0,5.0,90.0,82.0,1011.1,1011.6,7.0,6.0,13.8,24.1,No,Yes
2021-01-20,Perth,18.2,33.5,2.3,3.5,7.6,SE,52.0,S,NW,36.0,43.0,73.0,68.0,1011.2,1006.5,7.0,7.0,25.1,31.8,Yes,No
2021-01-21,Canberra,23.3,37.4,2.2,6.3,8.4,NE,68.0,S,SW,30.0,38.0,73.0,62.0,1016.8,1013.4,6.0,6.0,27.1,36.3,Yes,No
2021-01-22,Sydney,11.1,21.0,0.8,7.9,,N,59.0,NE,S,21.0,38.0,61.0,55.0,1019.1,1020.7,7.0,3.0,14.4,17.8,No,No
2021-01-23,Canberra,9.1,20.7,0.0,,6.7,SW,47.0,W,E,31.0,39.0,63.0,50.0,1009.3,1010.0,5.0,5.0,14.2,19.3,No,No
2021-01-24,Sydney,11.2,32.7,0.0,4.1,5.5,SE,53.0,E,E,33.0,35.0,80.0,63.0,1008.3,,7.0,5.0,18.2,28.0,No,Yes
2021-01-25,Adelaide,18.0,32.3,13.8,7.6,,N,39.0,NE,S,16.0,23.0,79.0,69.0,1010.0,1008.8,6.0,5.0,20.3,28.6,Yes,Yes
2021-01-26,Sydney,13.3,28.3,1.7,6.5,7.4,W,42.0,SE,E,21.0,18.0,76.0,46.0,1003.6,999.5,8.0,1.0,20.1,27.7,Yes,No
2021-01-27,Sydney,20.1,40.3,3.5,,,SE,39.0,N,N,20.0,29.0,96.0,69.0,1020.6,1019.2,8.0,8.0,21.8,36.4,Yes,Yes
2021-01-28,Sydney,8.0,22.9,0.0,3.8,9.1,,32.0,N,S,12.0,14.0,68.0,56.0,1013.4,1011.6,4.0,5.0,13.8,18.3,No,No
2021-01-29,Brisbane,14.2,33.0,0.6,2.7,6.7,S,50.0,NW,E,25.0,22.0,91.0,85.0,1006.6,1009.5,8.0,5.0,19.4,32.8,No,No
2021-01-30,Melbourne,16.4,34.8,0.3,10.4,,N,36.0,SE,,14.0,18.0,95.0,80.0,1006.5,1006.1,8.0,7.0,20.4,32.8,No,No
2021-01-31,Sydney,12.0,27.1,2.5,,14.0,SE,18.0,E,NW,13.0,12.0,93.0,79.0,1016.2,1015.4,8.0,6.0,16.3,22.6,Yes,Yes
2021-02-01,Brisbane,20.8,38.3,0.7,,,NE,44.0,S,SE,33.0,35.0,62.0,48.0,1016.7,1015.5,,6.0,27.7,37.5,No,Yes
2021-02-02,Brisbane,15.0,35.1,16.4,,0.0,SW,51.0,SE,S,29.0,20.0,100.0,89.0,1003.1,997.9,8.0,7.0,20.6,31.0,Yes,Yes
2021-02-03,Adelaide,19.8,33.5,6.4,3.7,9.4,S,51.0,E,W,28.0,36.0,92.0,88.0,1011.7,1011.4,8.0,,26.7,32.9,Yes,Yes
2021-02-04,Canberra,15.9,28.0,9.2,,3.6,NNE,40.0,NNE,,30.0,26.0,85.0,69.0,1003.4,1004.9,8.0,5.0,17.6,26.8,Yes,Yes
2021-02-05,Perth,19.0,35.9,1.7,8.5,8.4,E,19.0,E,N,12.0,13.0,65.0,54.0,1012.5,1013.2,,5.0,22.4,32.6,Yes,No
2021-02-06,Sydney,9.4,25.6,2.5,3.7,9.1,NW,28.0,NNE,E,11.0,20.0,66.0,54.0,1024.3,1026.4,6.0,,11.8,25.4,Yes,No
2021-02-07,Melbourne,13.0,26.8,8.5,5.1,0.0,S,34.0,NNE,NW,15.0,24.0,100.0,84.0,1026.5,1028.7,7.0,8.0,16.0,22.9,Yes,Yes
2021-02-08,Canberra,26.6,37.3,0.6,6.4,11.2,SE,26.0,NW,N,16.0,20.0,67.0,52.0,1013.3,1019.9,,5.0,33.4,34.0,No,No
2021-02-09,Sydney,21.5,38.3,3.3,3.4,5.2,,34.0,E,,25.0,15.0,98.0,82.0,1016.7,1013.3,8.0,8.0,25.8,33.5,Yes,Yes
2021-02-10,Brisbane,10.5,25.8,0.7,3.9,13.4,SW,47.0,NNE,NE,23.0,24.0,56.0,45.0,1017.5,1018.2,3.0,4.0,16.5,25.8,No,No
2021-02-11,Canberra,16.6,36.2,3.5,5.7,4.4,N,24.0,S,NNE,10.0,19.0,100.0,81.0,1001.5,1002.6,8.0,6.0,17.6,35.2,Yes,Yes
2021-02-12,Canberra,1.4,14.6,0.0,,12.7,NW,49.0,,SW,32.0,21.0,63.0,55.0,1007.0,1006.0,5.0,4.0,5.5,12.5,No,No
2021-02-13,Brisbane,11.5,31.3,0.2,4.3,13.2,SW,23.0,SW,W,10.0,19.0,72.0,67.0,998.7,996.8,,5.0,18.3,27.7,No,No
2021-02-14,Perth,23.2,38.4,2.5,5.2,5.6,NE,35.0,SW,NNE,14.0,21.0,43.0,37.0,1017.1,1018.6,,2.0,26.3,36.0,Yes,Yes
2021-02-15,Brisbane,17.9,31.8,3.0,,6.4,,40.0,NW,E,25.0,22.0,98.0,89.0,1027.4,1028.6,8.0,8.0,21.9,31.2,Yes,No
2021-02-16,Adelaide,19.1,34.0,4.6,,,NW,38.0,W,N,22.0,23.0,100.0,98.0,1020.6,1017.5,8.0,,21.9,33.8,Yes,Yes
2021-02-17,Sydney,-4.4,10.7,0.0,2.4,12.6,N,45.0,NE,N,24.0,24.0,49.0,51.0,1015.3,1009.9,6.0,5.0,0.9,8.9,No,No
2021-02-18,Sydney,12.8,29.7,2.4,5.4,7.7,S,39.0,NNE,SE,14.0,30.0,97.0,77.0,1013.4,1011.9,8.0,5.0,13.9,28.9,Yes,Yes
2021-02-19,Perth,20.0,32.2,0.0,6.8,9.6,NE,36.0,S,N,13.0,24.0,46.0,18.0,,1010.5,4.0,2.0,24.5,31.3,No,No
2021-02-20,Melbourne,22.0,34.3,0.9,,,NE,10.0,S,SE,5.0,5.0,84.0,63.0,1022.1,1023.9,8.0,2.0,23.7,32.8,No,No
2021-02-21,Perth,25.2,40.6,1.8,8.6,8.8,NNE,44.0,W,SW,26.0,33.0,69.0,59.0,1015.8,1013.0,6.0,5.0,28.9,37.7,Yes,No
2021-02-22,Melbourne,18.3,27.2,1.4,6.6,9.1,SE,62.0,N,N,43.0,44.0,97.0,100.0,1014.9,1014.4,8.0,8.0,22.3,23.2,Yes,Yes
2021-02-23,Canberra,19.1,32.9,10.3,,2.6,E,40.0,NW,SE,24.0,27.0,100.0,83.0,1003.1,998.0,8.0,8.0,22.5,31.8,Yes,Yes
2021-02-24,Adelaide,5.3,21.6,1.8,,12.7,NE,47.0,S,NW,26.0,28.0,91.0,92.0,1018.5,1013.8,8.0,8.0,6.6,19.4,Yes,Yes
2021-02-25,Brisbane,18.6,29.3,3.9,4.2,6.0,NNE,31.0,W,SW,13.0,24.0,100.0,86.0,1012.4,1010.1,8.0,8.0,22.9,25.7,Yes,No
2021-02-26,Adelaide,11.1,25.4,2.6,,10.2,SW,52.0,NNE,SW,21.0,26.0,71.0,64.0,1016.8,1016.0,,4.0,13.6,21.1,Yes,Yes
2021-02-27,Melbourne,2.6,17.5,1.6,7.8,,,46.0,SE,N,27.0,37.0,74.0,81.0,1021.3,1018.9,,7.0,6.2,16.5,Yes,No
2021-02-28,Brisbane,9.2,28.9,3.5,6.7,,W,36.0,N,S,18.0,24.0,59.0,29.0,1002.1,,5.0,5.0,10.8,24.7,Yes,No
2021-03-01,Sydney,28.8,47.4,2.2,,10.4,S,35.0,SW,NW,14.0,29.0,70.0,68.0,1012.0,1006.9,,5.0,30.8,45.2,Yes,No
2021-03-02,Canberra,15.1,30.7,1.9,8.9,8.1,E,47.0,NW,SE,24.0,39.0,100.0,89.0,1011.1,1010.5,6.0,6.0,19.8,27.5,Yes,Yes
2021-03-03,Adelaide,16.9,33.8,1.1,6.9,10.8,N,39.0,N,S,25.0,17.0,86.0,73.0,1010.9,1010.3,5.0,6.0,23.9,31.4,Yes,Yes
2021-03-04,Canberra,16.9,26.1,0.6,7.7,,SW,24.0,,S,9.0,13.0,53.0,42.0,1007.0,1002.6,4.0,,23.8,22.4,No,No
2021-03-05,Canberra,7.1,22.8,0.3,7.3,,N,20.0,NNE,SW,8.0,14.0,100.0,80.0,1009.8,1010.5,8.0,8.0,8.8,19.2,No,No
2021-03-06,Canberra,22.6,37.0,1.9,,2.8,NNE,47.0,NE,E,27.0,21.0,82.0,74.0,1006.5,1000.0,7.0,7.0,27.1,34.5,Yes,Yes
2021-03-07,Melbourne,1.4,21.5,1.7,3.9,7.8,,30.0,E,NW,17.0,20.0,89.0,70.0,1020.1,1018.0,7.0,6.0,7.8,16.7,Yes,No
2021-03-08,Canberra,11.5,33.4,8.2,,2.7,NE,45.0,E,NE,19.0,25.0,99.0,81.0,1014.3,1016.7,8.0,6.0,14.9,28.8,Yes,Yes
2021-03-09,Brisbane,19.1,30.0,0.0,6.5,7.8,W,45.0,NE,E,27.0,38.0,78.0,76.0,1017.2,1010.5,6.0,8.0,24.9,28.3,No,No
2021-03-10,Brisbane,17.4,36.5,11.0,5.1,8.3,S,32.0,SE,SW,20.0,16.0,62.0,44.0,997.1,999.1,7.0,6.0,19.2,35.9,Yes,No
2021-03-11,Brisbane,14.3,28.1,0.0,7.1,,S,26.0,S,W,10.0,12.0,90.0,85.0,,1025.1,8.0,8.0,21.2,27.4,No,No
2021-03-12,Melbourne,4.4,21.0,1.6,8.4,,NE,59.0,E,NW,38.0,36.0,33.0,30.0,1011.5,1009.7,3.0,4.0,9.2,19.7,Yes,Yes
2021-03-13,Melbourne,10.7,25.4,3.0,5.5,10.7,N,35.0,E,E,14.0,18.0,96.0,78.0,1026.0,1030.2,8.0,6.0,15.4,22.1,Yes,No
2021-03-14,Melbourne,15.3,30.2,0.0,4.2,,SW,50.0,SW,SE,33.0,38.0,72.0,61.0,1020.2,1018.4,,,19.8,29.2,No,No
2021-03-15,Sydney,15.0,25.6,0.0,4.1,9.0,S,68.0,S,W,30.0,28.0,85.0,66.0,1013.4,1018.2,8.0,7.0,21.4,22.8,No,No
2021-03-16,Brisbane,25.0,43.6,1.3,3.1,11.6,NNE,42.0,NE,NW,18.0,29.0,76.0,57.0,1028.8,1027.9,8.0,3.0,27.8,39.8,Yes,No
2021-03-17,Canberra,8.2,24.9,4.0,5.5,5.4,SE,31.0,SW,S,19.0,18.0,99.0,98.0,1017.4,1017.1,7.0,8.0,10.4,23.8,Yes,Yes
2021-03-18,Perth,23.4,36.9,5.3,6.9,,SW,44.0,NNE,E,27.0,36.0,84.0,61.0,1011.3,1013.8,8.0,,27.6,35.4,Yes,Yes
2021-03-19,Brisbane,17.8,38.3,0.0,,,NNE,36.0,SW,NE,16.0,29.0,75.0,57.0,1012.3,1013.9,5.0,7.0,24.7,38.0,No,Yes
2021-03-20,Brisbane,26.5,42.4,1.2,4.2,9.7,NE,40.0,SE,,29.0,30.0,80.0,71.0,1021.8,1022.2,7.0,8.0,33.4,41.9,Yes,No
2021-03-21,Brisbane,18.5,33.2,0.0,,7.7,NE,47.0,,SW,24.0,28.0,100.0,86.0,1011.2,1009.9,6.0,5.0,20.0,31.4,No,No
2021-03-22,Sydney,25.4,38.6,0.0,5.7,5.9,E,48.0,SE,NW,25.0,28.0,81.0,58.0,1012.4,1007.7,8.0,3.0,26.7,37.3,No,Yes
2021-03-23,Adelaide,15.2,32.4,6.9,5.8,3.6,NE,19.0,NNE,NW,8.0,8.0,64.0,52.0,1008.1,1003.6,5.0,,21.1,31.3,Yes,No
2021-03-24,Sydney,24.2,35.7,2.8,2.5,7.0,S,55.0,NE,S,20.0,45.0,67.0,31.0,1008.6,1012.5,,5.0,29.0,34.1,Yes,No
2021-03-25,Perth,8.0,27.0,0.0,3.9,5.5,NW,41.0,NNE,SE,28.0,35.0,81.0,51.0,1010.1,1015.2,7.0,5.0,12.7,26.4,No,Yes
2021-03-26,Adelaide,2.6,13.5,6.3,,7.8,N,36.0,NNE,SE,17.0,18.0,100.0,84.0,1024.9,,,,7.8,9.9,Yes,No
2021-03-27,Brisbane,19.0,35.9,0.0,,11.6,NNE,47.0,NE,SE,26.0,29.0,57.0,44.0,1022.1,1016.7,5.0,6.0,20.2,32.9,No,No
2021-03-28,Canberra,20.2,39.2,1.5,,10.4,S,27.0,SW,N,18.0,18.0,100.0,87.0,,1013.7,8.0,8.0,23.7,37.9,Yes,No
2021-03-29,Melbourne,23.9,36.2,0.0,6.5,14.0,S,26.0,SW,E,10.0,17.0,73.0,64.0,1011.2,1008.7,5.0,4.0,27.8,35.6,No,No
2021-03-30,Canberra,16.5,33.4,0.0,7.3,9.2,W,51.0,NW,SE,30.0,31.0,78.0,61.0,1011.1,1009.5,7.0,6.0,21.5,33.2,No,Yes
2021-03-31,Adelaide,30.1,42.4,2.5,4.7,12.2,W,41.0,NNE,N,20.0,27.0,54.0,32.0,1011.5,1008.8,7.0,4.0,34.6,39.0,Yes,No
2021-04-01,Adelaide,16.3,27.0,2.3,,7.7,NW,59.0,,E,40.0,44.0,96.0,94.0,1026.6,1028.2,,8.0,21.9,26.0,Yes,Yes
2021-04-02,Perth,20.0,38.0,0.6,4.7,7.0,NNE,30.0,E,NNE,15.0,18.0,63.0,42.0,1016.8,1017.6,2.0,2.0,24.3,35.8,No,No
2021-04-03,Canberra,22.8,38.2,1.3,6.1,7.9,SW,43.0,NNE,W,31.0,18.0,60.0,35.0,1019.7,1024.5,5.0,1.0,27.6,35.3,Yes,No
2021-04-04,Canberra,31.5,49.5,4.4,3.6,7.0,W,46.0,NE,N,23.0,24.0,75.0,54.0,1014.7,1013.5,,2.0,32.5,47.7,Yes,Yes
2021-04-05,Brisbane,15.4,31.1,1.0,4.5,7.3,SW,44.0,W,E,16.0,20.0,98.0,84.0,1008.4,1009.0,8.0,8.0,20.3,31.0,Yes,Yes
2021-04-06,Adelaide,14.7,26.5,3.0,6.6,,SE,48.0,N,NNE,27.0,32.0,86.0,66.0,1014.5,1016.7,6.0,5.0,18.7,23.9,Yes,Yes
2021-04-07,Adelaide,10.7,22.1,0.2,4.9,5.0,NW,44.0,NNE,NW,18.0,27.0,55.0,27.0,1007.4,1010.4,6.0,5.0,14.2,17.4,No,No
2021-04-08,Brisbane,32.2,44.0,1.5,2.1,10.9,SW,39.0,NNE,W,16.0,18.0,64.0,50.0,1022.8,1019.1,5.0,5.0,37.3,43.3,Yes,No
2021-04-09,Canberra,22.9,37.5,0.0,,10.5,NW,15.0,E,NW,8.0,8.0,95.0,80.0,1009.8,1011.0,7.0,7.0,23.9,35.7,No,No
2021-04-10,Melbourne,21.5,35.3,0.4,6.8,13.2,NE,49.0,W,SW,23.0,39.0,67.0,30.0,1010.9,1011.3,6.0,5.0,27.1,33.7,No,No
2021-04-11,Brisbane,42.9,56.1,1.8,5.9,6.2,S,11.0,S,SW,6.0,9.0,85.0,67.0,1020.0,1020.9,6.0,6.0,49.2,54.9,Yes,Yes
2021-04-12,Sydney,20.8,39.4,1.3,2.5,6.1,S,24.0,E,N,15.0,16.0,88.0,83.0,1009.6,1009.8,6.0,6.0,22.5,36.2,Yes,No
2021-04-13,Melbourne,11.1,24.1,0.2,7.7,4.5,NNE,30.0,N,SE,21.0,12.0,20.0,10.0,,1018.5,1.0,2.0,14.2,22.3,No,No
2021-04-14,Canberra,16.3,33.7,0.0,5.4,11.2,NNE,49.0,W,SW,23.0,37.0,93.0,74.0,996.5,,8.0,5.0,22.5,32.1,No,No
2021-04-15,Melbourne,14.8,24.8,1.9,6.2,4.6,S,37.0,N,S,20.0,16.0,60.0,51.0,1012.0,,5.0,5.0,16.2,23.9,Yes,Yes
2021-04-16,Melbourne,16.2,33.4,1.2,8.0,7.5,NE,61.0,NNE,N,40.0,50.0,67.0,63.0,1018.7,1016.2,,6.0,18.5,31.6,Yes,No
2021-04-17,Melbourne,18.6,29.0,2.7,5.3,8.0,E,23.0,NNE,S,14.0,16.0,100.0,83.0,1009.6,1008.7,7.0,7.0,24.4,24.1,Yes,No
2021-04-18,Brisbane,15.6,30.2,0.0,1.9,3.3,NE,25.0,E,W,12.0,13.0,96.0,82.0,1018.9,1019.8,8.0,7.0,18.7,25.9,No,No
2021-04-19,Adelaide,11.8,22.3,3.6,9.0,9.1,NW,14.0,W,NW,5.0,6.0,88.0,85.0,1013.4,1012.1,8.0,8.0,14.8,21.8,Yes,No
2021-04-20,Canberra,29.9,41.3,0.0,1.2,11.0,N,24.0,W,SE,10.0,18.0,83.0,69.0,1022.6,1025.6,7.0,6.0,33.3,38.1,No,No
2021-04-21,Sydney,19.0,34.2,0.0,5.1,8.8,SW,30.0,,NE,11.0,14.0,88.0,74.0,1009.9,1009.8,5.0,5.0,25.8,31.8,No,No
2021-04-22,Brisbane,19.3,29.6,6.9,8.1,,NNE,61.0,S,NE,36.0,37.0,100.0,86.0,1010.5,1010.2,8.0,6.0,20.7,26.2,Yes,Yes
2021-04-23,Brisbane,22.3,41.9,0.0,4.6,7.9,S,51.0,SW,NNE,28.0,21.0,98.0,78.0,1004.7,1000.7,8.0,,25.5,37.2,No,Yes
2021-04-24,Perth,21.2,34.8,2.0,,11.5,NNE,42.0,S,SE,20.0,34.0,77.0,79.0,1013.6,1019.0,8.0,6.0,24.4,34.4,Yes,No
2021-04-25,Brisbane,20.2,39.1,0.8,,7.9,NE,35.0,E,SW,25.0,26.0,59.0,55.0,1011.7,1011.6,,6.0,27.1,36.3,No,No
2021-04-26,Melbourne,22.5,38.0,7.1,5.4,5.5,N,53.0,E,W,29.0,25.0,83.0,73.0,1018.9,1023.8,8.0,8.0,25.2,37.7,Yes,Yes
2021-04-27,Brisbane,20.2,31.9,3.8,3.9,4.6,NE,56.0,NNE,NW,42.0,39.0,82.0,53.0,1009.1,1007.2,8.0,4.0,26.8,30.1,Yes,No
2021-04-28,Perth,21.6,37.0,0.0,,0.0,NW,30.0,SE,N,15.0,19.0,69.0,30.0,1012.0,1014.5,5.0,4.0,25.0,34.7,No,Yes
2021-04-29,Brisbane,21.7,35.8,9.2,7.9,8.1,NE,39.0,NE,NNE,23.0,17.0,75.0,60.0,1006.6,1004.9,6.0,4.0,25.4,35.4,Yes,Yes
2021-04-30,Brisbane,17.5,36.9,5.4,4.9,6.1,SE,37.0,,SE,18.0,23.0,91.0,76.0,1013.0,1018.5,,6.0,22.6,35.6,Yes,Yes
2021-05-01,Adelaide,17.8,28.4,0.5,6.5,5.2,SE,18.0,E,W,13.0,10.0,43.0,52.0,1028.7,1032.1,2.0,4.0,21.7,25.5,No,No
2021-05-02,Adelaide,27.7,46.6,0.0,,,NW,53.0,S,E,24.0,26.0,72.0,47.0,990.5,993.1,7.0,5.0,30.0,45.5,No,No
2021-05-03,Melbourne,16.6,25.9,2.2,8.2,8.6,E,33.0,S,NW,14.0,27.0,78.0,59.0,1013.8,1011.6,6.0,4.0,22.6,22.3,Yes,No
2021-05-04,Adelaide,20.5,33.9,2.4,,6.5,NNE,36.0,NNE,W,22.0,18.0,78.0,60.0,,1028.0,8.0,6.0,23.2,30.6,Yes,No
2021-05-05,Canberra,23.6,32.7,0.0,5.3,11.1,SE,55.0,W,S,27.0,39.0,85.0,83.0,1011.4,1017.5,8.0,7.0,29.7,30.2,No,Yes
2021-05-06,Sydney,15.2,29.8,2.0,7.0,8.4,SW,33.0,NE,S,23.0,28.0,88.0,53.0,1017.9,1016.8,,5.0,22.0,27.0,Yes,Yes
2021-05-07,Perth,11.1,27.0,5.0,,7.3,NNE,57.0,SE,S,23.0,23.0,100.0,70.0,1021.3,1021.7,7.0,5.0,15.3,25.4,Yes,Yes
2021-05-08,Melbourne,12.7,33.5,1.8,4.0,5.5,NNE,18.0,SE,S,7.0,9.0,65.0,47.0,1012.4,1015.1,5.0,1.0,14.8,30.7,Yes,No
2021-05-09,Adelaide,16.6,27.9,1.3,3.4,9.6,E,46.0,NE,SW,17.0,33.0,78.0,53.0,1009.9,1004.0,7.0,4.0,18.6,26.3,Yes,No
2021-05-10,Melbourne,6.7,18.4,1.0,6.3,10.5,SW,33.0,N,NE,16.0,22.0,76.0,61.0,1021.2,1024.6,,6.0,12.8,13.9,No,No
2021-05-11,Perth,11.8,29.7,0.0,3.3,6.2,W,19.0,NE,SW,13.0,15.0,73.0,50.0,1018.5,1021.5,8.0,2.0,14.5,29.3,No,No
2021-05-12,Melbourne,16.4,34.6,6.0,2.8,0.2,S,29.0,SE,N,21.0,18.0,62.0,60.0,1012.1,1010.5,5.0,3.0,20.4,33.6,Yes,Yes
2021-05-13,Brisbane,25.0,43.5,0.6,2.7,10.6,N,40.0,SW,N,29.0,33.0,50.0,58.0,1019.0,1012.5,2.0,4.0,30.7,42.3,No,No
2021-05-14,Canberra,23.2,35.2,2.2,5.9,9.1,N,28.0,E,N,20.0,14.0,76.0,73.0,1020.8,1021.8,5.0,5.0,24.5,31.3,Yes,No
2021-05-15,Melbourne,0.8,15.6,0.0,,10.5,N,43.0,N,NW,20.0,26.0,42.0,35.0,1014.6,1011.2,5.0,8.0,4.4,13.3,No,No
2021-05-16,Canberra,20.4,33.6,1.2,4.9,,SW,30.0,NW,S,17.0,24.0,67.0,58.0,1016.7,1011.9,6.0,5.0,25.4,30.8,Yes,No
2021-05-17,Canberra,14.5,31.7,3.2,,9.8,S,21.0,NNE,SE,10.0,10.0,66.0,47.0,1017.4,1018.5,7.0,3.0,18.9,30.3,Yes,No
2021-05-18,Canberra,17.2,32.1,0.6,6.6,5.8,S,50.0,SE,W,32.0,33.0,66.0,54.0,1011.5,1015.5,5.0,6.0,20.6,30.8,No,No
2021-05-19,Sydney,13.8,34.0,0.6,,7.2,NE,42.0,S,NE,30.0,25.0,92.0,77.0,1023.1,1022.4,7.0,6.0,16.9,30.8,No,Yes
2021-05-20,Adelaide,12.3,27.7,1.5,5.3,4.3,NE,18.0,N,W,7.0,12.0,54.0,51.0,1007.2,1010.7,6.0,4.0,13.8,24.3,Yes,Yes
2021-05-21,Sydney,16.8,32.8,3.1,8.2,10.4,SE,48.0,S,E,26.0,23.0,93.0,91.0,1012.9,1014.8,6.0,8.0,21.4,30.2,Yes,Yes
2021-05-22,Melbourne,14.7,33.9,1.9,7.6,7.2,W,41.0,NW,NE,22.0,27.0,65.0,49.0,1019.6,1015.5,6.0,1.0,16.0,30.4,Yes,No
2021-05-23,Canberra,24.5,43.5,12.3,,4.4,NNE,43.0,SW,E,30.0,28.0,93.0,83.0,1002.7,1001.0,,5.0,28.6,39.6,Yes,Yes
2021-05-24,Perth,18.6,30.6,7.0,3.8,6.9,S,39.0,SW,NW,27.0,26.0,96.0,81.0,1018.3,1021.6,5.0,8.0,20.4,30.1,Yes,No
2021-05-25,Brisbane,24.8,37.9,0.2,7.4,7.2,NW,54.0,NNE,E,38.0,26.0,66.0,45.0,1016.3,1014.6,4.0,2.0,26.1,36.7,No,No
2021-05-26,Melbourne,24.1,40.0,5.7,7.2,8.5,NW,46.0,E,NNE,30.0,27.0,68.0,37.0,1022.0,1024.4,6.0,2.0,28.0,36.9,Yes,No
2021-05-27,Adelaide,21.0,35.9,0.0,,13.0,S,55.0,NW,W,39.0,33.0,63.0,49.0,1019.3,1018.1,5.0,5.0,23.9,31.5,No,No
2021-05-28,Perth,0.3,19.0,0.8,,10.7,SW,44.0,SE,NW,33.0,31.0,40.0,10.0,,,3.0,0.0,4.2,14.9,No,No
2021-05-29,Brisbane,21.1,36.1,0.0,7.6,2.8,E,41.0,NW,SE,16.0,34.0,77.0,58.0,1016.6,1017.9,8.0,5.0,23.1,33.2,No,No
2021-05-30,Canberra,13.3,26.6,3.5,5.8,7.1,NW,32.0,SW,E,23.0,14.0,23.0,10.0,1015.5,1014.7,1.0,0.0,20.1,24.4,Yes,No
2021-05-31,Melbourne,20.0,34.1,0.6,5.6,8.3,W,40.0,S,,23.0,33.0,87.0,62.0,1028.9,1031.0,7.0,6.0,21.1,33.9,No,Yes
2021-06-01,Sydney,10.1,24.5,0.0,0.0,11.7,SW,50.0,SE,SE,23.0,40.0,81.0,59.0,1015.6,1009.1,5.0,5.0,11.9,19.9,No,No
2021-06-02,Perth,7.9,19.2,4.4,6.6,4.8,SW,43.0,NE,SE,25.0,24.0,100.0,93.0,1012.3,1009.0,6.0,8.0,13.2,15.5,Yes,Yes
2021-06-03,Canberra,31.2,42.9,0.0,,4.9,NNE,61.0,SW,SE,34.0,40.0,100.0,74.0,1013.6,1012.2,,,37.8,41.4,No,No
2021-06-04,Melbourne,7.1,25.8,4.0,4.9,9.1,NNE,53.0,W,NNE,30.0,28.0,97.0,85.0,1014.7,,6.0,,8.4,23.2,Yes,Yes
2021-06-05,Melbourne,21.6,37.9,2.3,4.1,7.1,NNE,25.0,SE,NW,13.0,16.0,64.0,46.0,1006.1,1001.8,3.0,1.0,22.8,36.7,Yes,No
2021-06-06,Sydney,13.2,33.4,1.0,,5.8,NW,33.0,SE,N,20.0,25.0,100.0,84.0,1011.9,1011.8,8.0,7.0,17.6,28.8,No,No
